,CityState,City.x,State.x,pop,City.y,Criteria.ID,State.y,StateAbb,DMA.Region,DMA.Region.Code
248,"Bartonville, IL",Bartonville,IL,6160,Bartonville,9051553,Illinois,IL,"Peoria-Bloomington, IL",675
249,"Bartow, FL",Bartow,FL,16919,Bartow,1014953,Florida,FL,"Tampa-St Petersburg (Sarasota), FL",539
250,"Bastrop, LA",Bastrop,LA,11814,Bastrop,1017933,Louisiana,LA,"Monroe, LA-El Dorado, AR",628
251,"Bastrop, TX",Bastrop,TX,8378,Bastrop,1026211,Texas,TX,"Austin, TX",635
252,"Batavia, IL",Batavia,IL,27502,Batavia,1016287,Illinois,IL,"Chicago, IL",602
253,"Batavia, NY",Batavia,NY,15202,Batavia,1022717,New York,NY,"Buffalo, NY",514
254,"Batesburg-Leesville, SC",Batesburg-Leesville,SC,5580,Batesburg-Leesville,1025504,South Carolina,SC,"Columbia, SC",546
255,"Batesville, AR",Batesville,AR,9511,Batesville,1013168,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
256,"Batesville, IN",Batesville,IN,6434,Batesville,1016993,Indiana,IN,"Cincinnati, OH",515
257,"Batesville, MS",Batesville,MS,7880,Batesville,1020696,Mississippi,MS,"Memphis, TN",640
258,"Bath, ME",Bath,ME,8885,Bath,1018768,Maine,ME,"Portland-Auburn, ME",500
259,"Bath, NY",Bath,NY,5432,Bath,1022718,New York,NY,"Elmira, NY",565
260,"Baton Rouge, LA",Baton Rouge,LA,223689,Baton Rouge,1017934,Louisiana,LA,"Baton Rouge, LA",716
261,"Battle Creek, MI",Battle Creek,MI,52053,Battle Creek,1019144,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
262,"Battle Ground, WA",Battle Ground,WA,16812,Battle Ground,1027507,Washington,WA,"Portland, OR",820
263,"Baxley, GA",Baxley,GA,4552,Baxley,1015263,Georgia,GA,"Savannah, GA",507
264,"Baxter, MN",Baxter,MN,8271,Baxter,1019708,Minnesota,MN,"Minneapolis-St. Paul, MN",613
265,"Bay City, MI",Bay City,MI,33874,Bay City,1019145,Michigan,MI,"Flint-Saginaw-Bay City, MI",513
266,"Bay City, TX",Bay City,TX,17891,Bay City,1026212,Texas,TX,"Houston, TX",618
267,"Bay Minette, AL",Bay Minette,AL,8043,Bay Minette,1012951,Alabama,AL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
268,"Bay Village, OH",Bay Village,OH,14606,Bay Village,1023556,Ohio,OH,"Cleveland-Akron (Canton), OH",510
269,"Bayonne, NJ",Bayonne,NJ,57448,Bayonne,1022018,New Jersey,NJ,"New York, NY",501
270,"Baytown, TX",Baytown,TX,70330,Baytown,1026213,Texas,TX,"Houston, TX",618
271,"Bayville, NY",Bayville,NY,7202,Bayville,1022722,New York,NY,"New York, NY",501
272,"Beachwood, NJ",Beachwood,NJ,10835,Beachwood,1022021,New Jersey,NJ,"New York, NY",501
273,"Beachwood, OH",Beachwood,OH,11108,Beachwood,1023558,Ohio,OH,"Cleveland-Akron (Canton), OH",510
274,"Beacon, NY",Beacon,NY,14566,Beacon,1022723,New York,NY,"New York, NY",501
275,"Beardstown, IL",Beardstown,IL,5859,Beardstown,1016288,Illinois,IL,"Champaign & Springfield-Decatur,IL",648
276,"Beatrice, NE",Beatrice,NE,12769,Beatrice,1021607,Nebraska,NE,"Lincoln & Hastings-Kearney, NE",722
277,"Beaufort, SC",Beaufort,SC,11755,Beaufort,1025506,South Carolina,SC,"Savannah, GA",507
278,"Beaumont, CA",Beaumont,CA,32663,Beaumont,1013576,California,CA,"Los Angeles, CA",803
279,"Beaumont, TX",Beaumont,TX,110553,Beaumont,1026214,Texas,TX,"Beaumont-Port Arthur, TX",692
280,"Beaver Dam, WI",Beaver Dam,WI,15133,Beaver Dam,1027851,Wisconsin,WI,"Milwaukee, WI",617
281,"Beaver Falls, PA",Beaver Falls,PA,9055,Beaver Falls,1024647,Pennsylvania,PA,"Pittsburgh, PA",508
282,"Beaver, PA",Beaver,PA,4371,Beaver,1024646,Pennsylvania,PA,"Pittsburgh, PA",508
283,"Beavercreek, OH",Beavercreek,OH,39909,Beavercreek,9051563,Ohio,OH,"Dayton, OH",542
284,"Beaverton, OR",Beaverton,OR,91757,Beaverton,1024399,Oregon,OR,"Portland, OR",820
285,"Beckley, WV",Beckley,WV,16832,Beckley,1028305,West Virginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
286,"Bedford, IN",Bedford,IN,13486,Bedford,1016995,Indiana,IN,"Indianapolis, IN",527
287,"Bedford, OH",Bedford,OH,12965,Bedford,1023560,Ohio,OH,"Cleveland-Akron (Canton), OH",510
288,"Bedford, TX",Bedford,TX,49155,Bedford,1026215,Texas,TX,"Dallas-Ft. Worth, TX",623
289,"Bedford, VA",Bedford,VA,6312,Bedford,1027036,Virginia,VA,"Roanoke-Lynchburg, VA",573
290,"Beebe, AR",Beebe,AR,6921,Beebe,1013171,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
291,"Beech Grove, IN",Beech Grove,IN,14316,Beech Grove,1016996,Indiana,IN,"Indianapolis, IN",527
292,"Beeville, TX",Beeville,TX,12682,Beeville,1026216,Texas,TX,"Corpus Christi, TX",600
293,"Bel Air, MD",Bel Air,MD,9826,Bel Air,1018512,Maryland,MD,"Baltimore, MD",512
294,"Bel Aire, KS",Bel Aire,KS,6797,Bel Aire,9051571,Kansas,KS,"Wichita-Hutchinson, KS",678
295,"Belding, MI",Belding,MI,5691,Belding,1019150,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
296,"Belen, NM",Belen,NM,7325,Belen,1022503,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
297,"Belfast, ME",Belfast,ME,6721,Belfast,1018770,Maine,ME,"Bangor, ME",537
298,"Belgrade, MT",Belgrade,MT,8185,Belgrade,1020849,Montana,MT,"Butte-Bozeman, MT",754
299,"Bell Gardens, CA",Bell Gardens,CA,44692,Bell Gardens,1013578,California,CA,"Los Angeles, CA",803
300,"Bell, CA",Bell,CA,36657,Bell,1013577,California,CA,"Los Angeles, CA",803
301,"Bella Vista, AR",Bella Vista,AR,16388,Bella Vista,1013172,Arkansas,AR,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
302,"Bellaire, OH",Bellaire,OH,4557,Bellaire,1023561,Ohio,OH,"Wheeling, WV-Steubenville, OH",554
303,"Bellaire, TX",Bellaire,TX,18197,Bellaire,1026217,Texas,TX,"Houston, TX",618
304,"Bellbrook, OH",Bellbrook,OH,7000,Bellbrook,1023562,Ohio,OH,"Dayton, OH",542
305,"Belle Fourche, SD",Belle Fourche,SD,4979,Belle Fourche,1025702,South Dakota,SD,"Rapid City, SD",764
306,"Belle Glade, FL",Belle Glade,FL,16681,Belle Glade,1014954,Florida,FL,"West Palm Beach-Ft. Pierce, FL",548
307,"Belle Isle, FL",Belle Isle,FL,6497,Belle Isle,9051575,Florida,FL,"Orlando-Daytona Beach-Melbourne, FL",534
308,"Belle Plaine, MN",Belle Plaine,MN,6648,Belle Plaine,1019713,Minnesota,MN,"Minneapolis-St. Paul, MN",613
309,"Bellefontaine Neighbors, MO",Bellefontaine Neighbors,MO,10241,Bellefontaine Neighbors,9051576,Missouri,MO,"St. Louis, MO",609
310,"Bellefontaine, OH",Bellefontaine,OH,12665,Bellefontaine,1023563,Ohio,OH,"Dayton, OH",542
311,"Bellefonte, PA",Bellefonte,PA,6151,Bellefonte,1024653,Pennsylvania,PA,"Johnstown-Altoona, PA",574
312,"Belleview, FL",Belleview,FL,4467,Belleview,1014955,Florida,FL,"Orlando-Daytona Beach-Melbourne, FL",534
313,"Belleville, IL",Belleville,IL,41097,Belleville,1016291,Illinois,IL,"St. Louis, MO",609
314,"Bellevue, KY",Bellevue,KY,5852,Bellevue,1017696,Kentucky,KY,"Cincinnati, OH",515
315,"Bellevue, NE",Bellevue,NE,49699,Bellevue,1021609,Nebraska,NE,"Omaha, NE",652
316,"Bellevue, OH",Bellevue,OH,7831,Bellevue,1023564,Ohio,OH,"Toledo, OH",547
317,"Bellevue, PA",Bellevue,PA,7980,Bellevue,9051580,Pennsylvania,PA,"Pittsburgh, PA",508
318,"Bellevue, WA",Bellevue,WA,123771,Bellevue,1027509,Washington,WA,"Seattle-Tacoma, WA",819
319,"Bellevue, WI",Bellevue,WI,15031,Bellevue,9051578,Wisconsin,WI,"Green Bay-Appleton, WI",658
320,"Bellflower, CA",Bellflower,CA,73033,Bellflower,1013580,California,CA,"Los Angeles, CA",803
321,"Bellingham, WA",Bellingham,WA,78905,Bellingham,1027510,Washington,WA,"Seattle-Tacoma, WA",819
322,"Bellmawr, NJ",Bellmawr,NJ,11176,Bellmawr,1022026,New Jersey,NJ,"Philadelphia, PA",504
323,"Bellville, TX",Bellville,TX,4415,Bellville,1026219,Texas,TX,"Houston, TX",618
324,"Bellwood, IL",Bellwood,IL,18973,Bellwood,1016293,Illinois,IL,"Chicago, IL",602
325,"Belmar, NJ",Belmar,NJ,5908,Belmar,1022027,New Jersey,NJ,"New York, NY",501
326,"Belmont, CA",Belmont,CA,24776,Belmont,1013581,California,CA,"San Francisco-Oakland-San Jose, CA",807
327,"Belmont, NC",Belmont,NC,9374,Belmont,1021009,North Carolina,NC,"Charlotte, NC",517
328,"Beloit, WI",Beloit,WI,36160,Beloit,1027855,Wisconsin,WI,"Madison, WI",669
329,"Belpre, OH",Belpre,OH,6528,Belpre,9051584,Ohio,OH,"Parkersburg, WV",597
330,"Belton, MO",Belton,MO,24591,Belton,1020191,Missouri,MO,"Kansas City, MO",616
331,"Belton, SC",Belton,SC,4670,Belton,1025507,South Carolina,SC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
332,"Belton, TX",Belton,TX,17876,Belton,1026220,Texas,TX,"Waco-Temple-Bryan, TX",625
333,"Belvidere, IL",Belvidere,IL,26461,Belvidere,1016294,Illinois,IL,"Rockford, IL",610
334,"Bemidji, MN",Bemidji,MN,13541,Bemidji,1019717,Minnesota,MN,"Minneapolis-St. Paul, MN",613
335,"Benbrook, TX",Benbrook,TX,22957,Benbrook,9051585,Texas,TX,"Dallas-Ft. Worth, TX",623
336,"Bend, OR",Bend,OR,77181,Bend,1024400,Oregon,OR,"Bend, OR",821
337,"Benicia, CA",Benicia,CA,26174,Benicia,1013584,California,CA,"San Francisco-Oakland-San Jose, CA",807
338,"Bennettsville, SC",Bennettsville,SC,9012,Bennettsville,1025508,South Carolina,SC,"Florence-Myrtle Beach, SC",570
339,"Bensenville, IL",Bensenville,IL,20138,Bensenville,1016296,Illinois,IL,"Chicago, IL",602
340,"Benson, AZ",Benson,AZ,4833,Benson,1013377,Arizona,AZ,"Tucson (Sierra Vista), AZ",789
341,"Benton Harbor, MI",Benton Harbor,MI,10814,Benton Harbor,1019155,Michigan,MI,"South Bend-Elkhart, IN",588
342,"Benton, AR",Benton,AR,29452,Benton,1013173,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
343,"Benton, IL",Benton,IL,6957,Benton,1016297,Illinois,IL,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
344,"Benton, KY",Benton,KY,4367,Benton,1017697,Kentucky,KY,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
345,"Bentonville, AR",Bentonville,AR,35526,Bentonville,1013174,Arkansas,AR,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
346,"Berea, KY",Berea,KY,14431,Berea,1017698,Kentucky,KY,"Lexington, KY",541
347,"Berea, OH",Berea,OH,17987,Berea,1023568,Ohio,OH,"Cleveland-Akron (Canton), OH",510
348,"Bergenfield, NJ",Bergenfield,NJ,25611,Bergenfield,1022029,New Jersey,NJ,"New York, NY",501
349,"Berkeley, CA",Berkeley,CA,101371,Berkeley,1013585,California,CA,"San Francisco-Oakland-San Jose, CA",807
350,"Berkeley, IL",Berkeley,IL,4913,Berkeley,1016298,Illinois,IL,"Chicago, IL",602
351,"Berkeley, MO",Berkeley,MO,9387,Berkeley,9051589,Missouri,MO,"St. Louis, MO",609
352,"Berkley, MI",Berkley,MI,14787,Berkley,1019158,Michigan,MI,"Detroit, MI",505
353,"Berlin, NH",Berlin,NH,9556,Berlin,1021810,New Hampshire,NH,"Portland-Auburn, ME",500
354,"Berlin, NJ",Berlin,NJ,7922,Berlin,1022031,New Jersey,NJ,"Philadelphia, PA",504
355,"Berlin, WI",Berlin,WI,4997,Berlin,1027857,Wisconsin,WI,"Green Bay-Appleton, WI",658
356,"Bernalillo, NM",Bernalillo,NM,9237,Bernalillo,1022504,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
357,"Bernardsville, NJ",Bernardsville,NJ,7750,Bernardsville,1022032,New Jersey,NJ,"New York, NY",501
358,"Berne, IN",Berne,IN,4381,Berne,1016997,Indiana,IN,"Ft. Wayne, IN",509
359,"Berryville, AR",Berryville,AR,5247,Berryville,1013175,Arkansas,AR,"Springfield, MO",619
360,"Berthoud, CO",Berthoud,CO,5429,Berthoud,1014445,Colorado,CO,"Denver, CO",751
361,"Berwick, PA",Berwick,PA,10216,Berwick,1024662,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
362,"Berwyn, IL",Berwyn,IL,49919,Berwyn,1016299,Illinois,IL,"Chicago, IL",602
363,"Bessemer City, NC",Bessemer City,NC,5562,Bessemer City,1021011,North Carolina,NC,"Charlotte, NC",517
364,"Bessemer, AL",Bessemer,AL,28542,Bessemer,1012953,Alabama,AL,"Birmingham, AL",630
365,"Bethalto, IL",Bethalto,IL,9933,Bethalto,1016300,Illinois,IL,"St. Louis, MO",609
366,"Bethany, OK",Bethany,OK,19729,Bethany,1024130,Oklahoma,OK,"Oklahoma City, OK",650
367,"Bethel Park, PA",Bethel Park,PA,31562,Bethel Park,1024666,Pennsylvania,PA,"Pittsburgh, PA",508
368,"Bethel, AK",Bethel,AK,6468,Bethel,1012878,Alaska,AK,"Anchorage, AK",743
369,"Bethlehem, PA",Bethlehem,PA,72241,Bethlehem,1024667,Pennsylvania,PA,"Philadelphia, PA",504
370,"Bettendorf, IA",Bettendorf,IA,32584,Bettendorf,1015665,Iowa,IA,"Davenport,IA-Rock Island-Moline,IL",682
371,"Beverly Hills, CA",Beverly Hills,CA,34445,Beverly Hills,1013587,California,CA,"Los Angeles, CA",803
372,"Beverly Hills, MI",Beverly Hills,MI,9865,Beverly Hills,9051595,Michigan,MI,"Detroit, MI",505
373,"Beverly, MA",Beverly,MA,39343,Beverly,1018122,Massachusetts,MA,"Boston, MA-Manchester, NH",506
374,"Bexley, OH",Bexley,OH,12507,Bexley,9051597,Ohio,OH,"Columbus, OH",535
375,"Biddeford, ME",Biddeford,ME,21435,Biddeford,1018776,Maine,ME,"Portland-Auburn, ME",500
376,"Big Bear Lake, CA",Big Bear Lake,CA,6131,Big Bear Lake,1013589,California,CA,"Los Angeles, CA",803
377,"Big Lake, MN",Big Lake,MN,9795,Big Lake,1019721,Minnesota,MN,"Minneapolis-St. Paul, MN",613
378,"Big Rapids, MI",Big Rapids,MI,10257,Big Rapids,1019161,Michigan,MI,"Traverse City-Cadillac, MI",540
379,"Big Spring, TX",Big Spring,TX,24270,Big Spring,1026225,Texas,TX,"Odessa-Midland, TX",633
380,"Big Stone Gap, VA",Big Stone Gap,VA,5662,Big Stone Gap,1027040,Virginia,VA,"Tri-Cities, TN-VA",531
381,"Billings, MT",Billings,MT,103994,Billings,1020854,Montana,MT,"Billings, MT",756
382,"Biloxi, MS",Biloxi,MS,45670,Biloxi,1020701,Mississippi,MS,"Biloxi-Gulfport, MS",746
383,"Binghamton, NY",Binghamton,NY,44729,Binghamton,1022736,New York,NY,"Binghamton, NY",502
384,"Birdsboro, PA",Birdsboro,PA,5168,Birdsboro,1024670,Pennsylvania,PA,"Philadelphia, PA",504
385,"Birmingham, AL",Birmingham,AL,228798,Birmingham,1012954,Alabama,AL,"Birmingham, AL",630
386,"Birmingham, MI",Birmingham,MI,18932,Birmingham,1019163,Michigan,MI,"Detroit, MI",505
387,"Bisbee, AZ",Bisbee,AZ,5991,Bisbee,1013378,Arizona,AZ,"Tucson (Sierra Vista), AZ",789
388,"Bismarck, ND",Bismarck,ND,60389,Bismarck,1021402,North Dakota,ND,"Minot-Bismarck-Dickinson(Williston), ND",687
389,"Bixby, OK",Bixby,OK,20678,Bixby,1024133,Oklahoma,OK,"Tulsa, OK",671
390,"Black Mountain, NC",Black Mountain,NC,7877,Black Mountain,1021013,North Carolina,NC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
391,"Blackfoot, ID",Blackfoot,ID,11012,Blackfoot,1016129,Idaho,ID,"Idaho Falls-Pocatello, ID",758
392,"Blacksburg, VA",Blacksburg,VA,41796,Blacksburg,1027041,Virginia,VA,"Roanoke-Lynchburg, VA",573
393,"Blackwell, OK",Blackwell,OK,7144,Blackwell,1024134,Oklahoma,OK,"Oklahoma City, OK",650
394,"Bladensburg, MD",Bladensburg,MD,7568,Bladensburg,1018518,Maryland,MD,"Washington, DC (Hagerstown, MD)",511
395,"Blaine, MN",Blaine,MN,55042,Blaine,9051604,Minnesota,MN,"Minneapolis-St. Paul, MN",613
396,"Blaine, WA",Blaine,WA,4975,Blaine,1027516,Washington,WA,"Seattle-Tacoma, WA",819
397,"Blair, NE",Blair,NE,7789,Blair,1021613,Nebraska,NE,"Omaha, NE",652
398,"Blakely, GA",Blakely,GA,5257,Blakely,1015266,Georgia,GA,"Dothan, AL",606
399,"Blanchard, OK",Blanchard,OK,6599,Blanchard,1024135,Oklahoma,OK,"Oklahoma City, OK",650
400,"Blanchester, OH",Blanchester,OH,4303,Blanchester,1023577,Ohio,OH,"Cincinnati, OH",515
401,"Bloomfield, NM",Bloomfield,NM,7234,Bloomfield,1022505,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
402,"Bloomingdale, IL",Bloomingdale,IL,21848,Bloomingdale,1016305,Illinois,IL,"Chicago, IL",602
403,"Bloomingdale, NJ",Bloomingdale,NJ,7454,Bloomingdale,1022038,New Jersey,NJ,"New York, NY",501
404,"Bloomington, IL",Bloomington,IL,73026,Bloomington,1016306,Illinois,IL,"Peoria-Bloomington, IL",675
405,"Bloomington, IN",Bloomington,IN,71819,Bloomington,1017003,Indiana,IN,"Indianapolis, IN",527
406,"Bloomington, MN",Bloomington,MN,81280,Bloomington,9051607,Minnesota,MN,"Minneapolis-St. Paul, MN",613
407,"Bloomsburg, PA",Bloomsburg,PA,12772,Bloomsburg,1024675,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
408,"Blue Ash, OH",Blue Ash,OH,12783,Blue Ash,9051608,Ohio,OH,"Cincinnati, OH",515
409,"Blue Island, IL",Blue Island,IL,22325,Blue Island,1016307,Illinois,IL,"Chicago, IL",602
410,"Blue Springs, MO",Blue Springs,MO,55698,Blue Springs,1020203,Missouri,MO,"Kansas City, MO",616
411,"Bluefield, VA",Bluefield,VA,5143,Bluefield,1027044,Virginia,VA,"Bluefield-Beckley-Oak Hill, WV",559
412,"Bluefield, WV",Bluefield,WV,11093,Bluefield,1028309,West Virginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
413,"Bluffdale, UT",Bluffdale,UT,8016,Bluffdale,9051610,Utah,UT,"Salt Lake City, UT",770
414,"Bluffton, IN",Bluffton,IN,9320,Bluffton,1017004,Indiana,IN,"Ft. Wayne, IN",509
415,"Bluffton, SC",Bluffton,SC,4312,Bluffton,1025512,South Carolina,SC,"Savannah, GA",507
416,"Blythe, CA",Blythe,CA,21727,Blythe,1013601,California,CA,"Los Angeles, CA",803
417,"Blytheville, AR",Blytheville,AR,16105,Blytheville,1013177,Arkansas,AR,"Memphis, TN",640
418,"Boaz, AL",Boaz,AL,8349,Boaz,1012956,Alabama,AL,"Huntsville-Decatur (Florence), AL",691
419,"Boca Raton, FL",Boca Raton,FL,85670,Boca Raton,1014959,Florida,FL,"West Palm Beach-Ft. Pierce, FL",548
420,"Boerne, TX",Boerne,TX,10283,Boerne,1026230,Texas,TX,"San Antonio, TX",641
421,"Bogalusa, LA",Bogalusa,LA,12607,Bogalusa,1017938,Louisiana,LA,"New Orleans, LA",622
422,"Bogota, NJ",Bogota,NJ,7917,Bogota,1022040,New Jersey,NJ,"New York, NY",501
423,"Boiling Spring Lakes, NC",Boiling Spring Lakes,NC,4686,Boiling Spring Lakes,9051613,North Carolina,NC,"Wilmington, NC",550
424,"Bolingbrook, IL",Bolingbrook,IL,70823,Bolingbrook,1016310,Illinois,IL,"Chicago, IL",602
425,"Bolivar, MO",Bolivar,MO,11013,Bolivar,1020204,Missouri,MO,"Springfield, MO",619
426,"Bolivar, TN",Bolivar,TN,5647,Bolivar,1025925,Tennessee,TN,"Memphis, TN",640
427,"Bonham, TX",Bonham,TX,10660,Bonham,1026232,Texas,TX,"Dallas-Ft. Worth, TX",623
428,"Bonita Springs, FL",Bonita Springs,FL,42730,Bonita Springs,1014961,Florida,FL,"Ft. Myers-Naples, FL",571
429,"Bonne Terre, MO",Bonne Terre,MO,6854,Bonne Terre,1020205,Missouri,MO,"St. Louis, MO",609
430,"Bonner Springs, KS",Bonner Springs,KS,7161,Bonner Springs,1017414,Kansas,KS,"Kansas City, MO",616
431,"Bonney Lake, WA",Bonney Lake,WA,16809,Bonney Lake,9051619,Washington,WA,"Seattle-Tacoma, WA",819
432,"Boone, IA",Boone,IA,12614,Boone,1015672,Iowa,IA,"Des Moines-Ames, IA",679
433,"Boone, NC",Boone,NC,13945,Boone,1021017,North Carolina,NC,"Charlotte, NC",517
434,"Booneville, MS",Booneville,MS,8749,Booneville,1020703,Mississippi,MS,"Columbus-Tupelo-West Point, MS",673
435,"Boonton, NJ",Boonton,NJ,8469,Boonton,1022041,New Jersey,NJ,"New York, NY",501
436,"Boonville, IN",Boonville,IN,6746,Boonville,1017006,Indiana,IN,"Evansville, IN",649
437,"Boonville, MO",Boonville,MO,8770,Boonville,1020206,Missouri,MO,"Columbia-Jefferson City, MO",604
438,"Borger, TX",Borger,TX,12677,Borger,1026233,Texas,TX,"Amarillo, TX",634
439,"Bossier City, LA",Bossier City,LA,62384,Bossier City,1017939,Louisiana,LA,"Shreveport, LA",612
440,"Boston, MA",Boston,MA,609023,Boston,1018127,Massachusetts,MA,"Boston, MA-Manchester, NH",506
441,"Bothell, WA",Bothell,WA,32307,Bothell,1027517,Washington,WA,"Seattle-Tacoma, WA",819
442,"Boulder City, NV",Boulder City,NV,14720,Boulder City,1022615,Nevada,NV,"Las Vegas, NV",839
443,"Boulder, CO",Boulder,CO,94171,Boulder,1014448,Colorado,CO,"Denver, CO",751
444,"Bound Brook, NJ",Bound Brook,NJ,10365,Bound Brook,1022043,New Jersey,NJ,"New York, NY",501
445,"Bountiful, UT",Bountiful,UT,44473,Bountiful,1026909,Utah,UT,"Salt Lake City, UT",770
446,"Bourbonnais, IL",Bourbonnais,IL,19024,Bourbonnais,1016311,Illinois,IL,"Chicago, IL",602
447,"Bowie, MD",Bowie,MD,52544,Bowie,1018519,Maryland,MD,"Washington, DC (Hagerstown, MD)",511
448,"Bowie, TX",Bowie,TX,5580,Bowie,1026234,Texas,TX,"Wichita Falls, TX & Lawton, OK",627
449,"Bowling Green, KY",Bowling Green,KY,55097,Bowling Green,1017702,Kentucky,KY,"Bowling Green, KY",736
450,"Bowling Green, MO",Bowling Green,MO,5285,Bowling Green,1020209,Missouri,MO,"St. Louis, MO",609
451,"Bowling Green, OH",Bowling Green,OH,29542,Bowling Green,1023583,Ohio,OH,"Toledo, OH",547
452,"Boynton Beach, FL",Boynton Beach,FL,68291,Boynton Beach,1014962,Florida,FL,"West Palm Beach-Ft. Pierce, FL",548
453,"Bozeman, MT",Bozeman,MT,39442,Bozeman,1020859,Montana,MT,"Butte-Bozeman, MT",754
454,"Bradenton, FL",Bradenton,FL,53513,Bradenton,1014963,Florida,FL,"Tampa-St Petersburg (Sarasota), FL",539
455,"Bradford, PA",Bradford,PA,8391,Bradford,1024686,Pennsylvania,PA,"Buffalo, NY",514
456,"Bradley Beach, NJ",Bradley Beach,NJ,4845,Bradley Beach,1022044,New Jersey,NJ,"New York, NY",501
457,"Bradley, IL",Bradley,IL,14964,Bradley,1016314,Illinois,IL,"Chicago, IL",602
458,"Brady, TX",Brady,TX,5324,Brady,1026236,Texas,TX,"San Angelo, TX",661
459,"Braidwood, IL",Braidwood,IL,6664,Braidwood,9051627,Illinois,IL,"Chicago, IL",602
460,"Brainerd, MN",Brainerd,MN,13691,Brainerd,1019730,Minnesota,MN,"Minneapolis-St. Paul, MN",613
461,"Brandon, MS",Brandon,MS,22160,Brandon,1020704,Mississippi,MS,"Jackson, MS",718
462,"Brandon, SD",Brandon,SD,8757,Brandon,1025710,South Dakota,SD,"Sioux Falls(Mitchell), SD",725
463,"Branson, MO",Branson,MO,7651,Branson,1020211,Missouri,MO,"Springfield, MO",619
464,"Braselton, GA",Braselton,GA,5565,Braselton,1015272,Georgia,GA,"Atlanta, GA",524
465,"Brawley, CA",Brawley,CA,22725,Brawley,1013612,California,CA,"Yuma, AZ-El Centro, CA",771
466,"Brazil, IN",Brazil,IN,8272,Brazil,1017010,Indiana,IN,"Terre Haute, IN",581
467,"Brea, CA",Brea,CA,38314,Brea,1013613,California,CA,"Los Angeles, CA",803
468,"Breaux Bridge, LA",Breaux Bridge,LA,8047,Breaux Bridge,1017941,Louisiana,LA,"Lafayette, LA",642
469,"Breckenridge, TX",Breckenridge,TX,5632,Breckenridge,1026239,Texas,TX,"Abilene-Sweetwater, TX",662
470,"Brecksville, OH",Brecksville,OH,12851,Brecksville,1023585,Ohio,OH,"Cleveland-Akron (Canton), OH",510
471,"Breese, IL",Breese,IL,4357,Breese,1016315,Illinois,IL,"St. Louis, MO",609
472,"Bremen, GA",Bremen,GA,5709,Bremen,1015273,Georgia,GA,"Atlanta, GA",524
473,"Bremen, IN",Bremen,IN,4646,Bremen,1017011,Indiana,IN,"South Bend-Elkhart, IN",588
474,"Bremerton, WA",Bremerton,WA,36006,Bremerton,1027519,Washington,WA,"Seattle-Tacoma, WA",819
475,"Brenham, TX",Brenham,TX,15270,Brenham,1026240,Texas,TX,"Houston, TX",618
476,"Brentwood, CA",Brentwood,CA,49480,Brentwood,1013614,California,CA,"San Francisco-Oakland-San Jose, CA",807
477,"Brentwood, MO",Brentwood,MO,7182,Brentwood,9051635,Missouri,MO,"St. Louis, MO",609
478,"Brentwood, PA",Brentwood,PA,9522,Brentwood,9051636,Pennsylvania,PA,"Pittsburgh, PA",508
479,"Brentwood, TN",Brentwood,TN,36176,Brentwood,1025928,Tennessee,TN,"Nashville, TN",659
480,"Brevard, NC",Brevard,NC,6716,Brevard,1021019,North Carolina,NC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
481,"Brewer, ME",Brewer,ME,9035,Brewer,1018785,Maine,ME,"Bangor, ME",537
482,"Brewton, AL",Brewton,AL,5279,Brewton,1012958,Alabama,AL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
483,"Briarcliff Manor, NY",Briarcliff Manor,NY,7986,Briarcliff Manor,1022751,New York,NY,"New York, NY",501
484,"Bridge City, TX",Bridge City,TX,8593,Bridge City,1026241,Texas,TX,"Beaumont-Port Arthur, TX",692
